rxTime,wn,tow,decimals,posX,posY,posZ
1425019940.29617,2356,111140,0.296174725794117,-177512671.477767,305227032.856198,82558351.7548715
1425019941.29617,2356,111141,0.296174725794117,-177490356.375055,305237904.270302,82558442.6010063
1425019942.29617,2356,111142,0.296174725794117,-177471654.932095,305255122.950268,82560150.5222306
1425019943.29617,2356,111143,0.296174725794117,-177453976.202215,305274055.875199,82562384.9001608
1425019944.29617,2356,111144,0.296174725794117,-177428797.123604,305279974.67969,82561124.1651214
1425019945.29617,2356,111145,0.296174725794117,-177409986.849242,305296950.632495,82562825.4377402
1425019946.29617,2356,111146,0.296174725794117,-177384003.567551,305301556.958347,82561140.6893921
1425019947.29617,2356,111147,0.296174725794117,-177367346.824108,305322158.945499,82563898.4424525
1425019948.29617,2356,111148,0.296174725794117,-177340811.007011,305325830.783673,82561968.3805239
1425019949.29617,2356,111149,0.296174725794117,-177324697.23732,305347451.360502,82564957.9185333
1425019950.29617,2356,111150,0.296174725794117,-177302436.928377,305358430.701778,82565063.5855991
1425019951.29617,2356,111151,0.296174725794117,-177277038.996329,305364064.451519,82563651.2298388
1425019952.29617,2356,111152,0.296174725794117,-177258774.736878,305381867.005724,82565657.0509352
1425019953.29617,2356,111153,0.296174725794117,-177237014.923963,305393880.381537,82565936.4788086
1425019954.29617,2356,111154,0.296174725794117,-177217989.494133,305410471.049148,82567568.9292129
1425019955.29617,2356,111155,0.296174725794117,-177192332.51628,305415548.973668,82566064.0772641
1425019956.29617,2356,111156,0.296174725794117,-177170983.767561,305428147.139861,82566600.9497405
1425019957.29617,2356,111157,0.296174725794117,-177152286.235195,305445264.885421,82568361.2422612
1425019958.29617,2356,111158,0.296174725794117,-177122979.140989,305444086.787292,82565129.9102252
1425019959.29617,2356,111159,0.296174725794117,-177110735.837721,305472422.194968,82569955.4319774
1425019960.29617,2356,111160,0.296174725794117,-177088188.436667,305482896.674462,82569917.0795213
1425019961.29617,2356,111161,0.296174725794117,-177062943.398368,305488757.579116,82568581.4719939
1425019962.29617,2356,111162,0.296174725794117,-177042984.710641,305503745.573186,82569794.1446385
1425019963.29617,2356,111163,0.296174725794117,-177021536.018819,305516102.417958,82570250.3777549
1425019964.29617,2356,111164,0.296174725794117,-176997444.049745,305523966.708465,82569507.5620154
1425019965.29617,2356,111165,0.296174725794117,-176975640.4884,305535786.837997,82569804.3810613
1425019966.29617,2356,111166,0.296174725794117,-176958217.966947,305555162.071286,82572169.4231387
1425019967.29617,2356,111167,0.296174725794117,-176930273.326801,305556284.671131,82569588.6379418
1425019968.29617,2356,111168,0.296174725794117,-176910885.898104,305572294.878477,82571031.7786433
1425019969.29617,2356,111169,0.296174725794117,-176890734.037087,305586964.68376,82572122.7119715
1425019970.29617,2356,111170,0.296174725794117,-176866555.008126,305594625.089677,82571303.1478345
1425019971.29617,2356,111171,0.296174725794117,-176843785.067327,305604718.721709,82571171.0920939
1425019972.29617,2356,111172,0.296174725794117,-176830220.954801,305630751.172062,82575407.8824331
1425019973.29617,2356,111173,0.296174725794117,-176802407.149456,305632178.038528,82572862.8672362
1425019974.29617,2356,111174,0.296174725794117,-176782574.004714,305647384.932049,82574077.7818535
1425019975.29617,2356,111175,0.296174725794117,-176761886.30854,305661079.79872,82574934.4411581
1425019976.29617,2356,111176,0.296174725794117,-176742265.587803,305676681.074022,82576292.4227848
1425019977.29617,2356,111177,0.296174725794117,-176720647.561865,305688734.089848,82576732.4784227
1425019978.29617,2356,111178,0.296174725794117,-176696622.079928,305696664.790445,82575941.5992134
1425019979.29617,2356,111179,0.296174725794117,-176680523.431225,305718418.748497,82578965.8328447
1425019980.29617,2356,111180,0.296174725794117,-176650158.242854,305715336.339498,82575244.8281351
1425019981.29617,2356,111181,0.296174725794117,-176633473.037293,305736010.774174,82577967.9815016
1425019982.29617,2356,111182,0.296174725794117,-176610091.531596,305745003.330043,82577572.1917962
1425019983.29617,2356,111183,0.296174725794117,-176590950.750846,305761461.520964,82579117.3126884
1425019984.29617,2356,111184,0.296174725794117,-176571368.657028,305777095.160599,82580510.1136176
1425019985.29617,2356,111185,0.296174725794117,-176546360.442659,305783314.712483,82579303.456654
1425019986.29617,2356,111186,0.296174725794117,-176527849.778128,305800818.674469,82581177.8851005
1425019987.29617,2356,111187,0.296174725794117,-176501412.754551,305804560.644358,82579302.7570081
1425019988.29617,2356,111188,0.296174725794117,-176481433.70388,305819529.54171,82580507.5647313
1425019989.29617,2356,111189,0.296174725794117,-176461350.486105,305834352.200014,82581639.1896536
1425019990.29617,2356,111190,0.296174725794117,-176439336.320171,305845671.208351,82581867.5720751
1425019991.29617,2356,111191,0.296174725794117,-176416697.704732,305856073.195811,82581780.1708647
1425019992.29617,2356,111192,0.296174725794117,-176394002.206742,305866299.407949,82581660.1188225
1425019993.29617,2356,111193,0.296174725794117,-176378134.513017,305888453.296444,82584813.2783288
1425019994.29617,2356,111194,0.296174725794117,-176350398.999222,305889809.720795,82582345.8069138
1425019995.29617,2356,111195,0.296174725794117,-176331446.335544,305906592.706398,82584002.4390475
1425019996.29617,2356,111196,0.296174725794117,-176306610.821786,305913180.675609,82582895.8457448
1425019997.29617,2356,111197,0.296174725794117,-176285030.780949,305925328.80408,82583304.2537965
1425019998.29617,2356,111198,0.296174725794117,-176262199.307618,305935311.25131,82583155.9212766
1425019999.29617,2356,111199,0.296174725794117,-176245708.733938,305956352.857758,82585982.0772995
1425020000.29617,2356,111200,0.296174725794117,-176224318.734093,305968895.795831,82586484.4155062
1425020001.29617,2356,111201,0.296174725794117,-176208354.226407,305990797.730827,82589613.2849456
1425020002.29617,2356,111202,0.296174725794117,-176184534.967236,305999045.435359,82588969.8069252
1425020003.29617,2356,111203,0.296174725794117,-176159253.60964,306004787.78535,82587682.5456565
1425020004.29617,2356,111204,0.296174725794117,-176137131.905107,306016071.07001,82587835.8431185
1425020005.29617,2356,111205,0.296174725794117,-176115352.040653,306027898.525677,82588140.6865389
1425020006.29617,2356,111206,0.296174725794117,-176096442.129009,306044652.263494,82589868.9903951
1425020007.29617,2356,111207,0.296174725794117,-176077686.371908,306061710.980868,82591650.8040241
1425020008.29617,2356,111208,0.296174725794117,-176054006.126493,306070334.9105,82591046.6086057
1425020009.29617,2356,111209,0.296174725794117,-176025715.000477,306070797.307896,82588304.3570786
1425020010.29617,2356,111210,0.296174725794117,-176008299.185168,306090248.243773,82590700.0032609
1425020011.29617,2356,111211,0.296174725794117,-175987994.124511,306104585.826787,82591788.4274808
1425020012.29617,2356,111212,0.296174725794117,-175971345.187577,306125356.146604,82594590.5439438
1425020013.29617,2356,111213,0.296174725794117,-175943694.761589,306127014.443889,82592102.1774181
1425020014.29617,2356,111214,0.296174725794117,-175926277.372109,306146417.684727,82594498.8805126
1425020015.29617,2356,111215,0.296174725794117,-175902265.910313,306154364.125339,82593783.0451497
1425020016.29617,2356,111216,0.296174725794117,-175879895.567842,306165115.724812,82593873.9021922
1425020017.29617,2356,111217,0.296174725794117,-175856477.160069,306174143.003782,82593415.4907245
1425020018.29617,2356,111218,0.296174725794117,-175834164.660594,306185020.082151,82593490.4615431
1425020019.29617,2356,111219,0.296174725794117,-175812839.856902,306197646.8779,82594074.8938308
1425020020.29617,2356,111220,0.296174725794117,-175789682.40644,306207036.299655,82593764.4491334
1425020021.29617,2356,111221,0.296174725794117,-175773790.109132,306229164.582711,82596873.8588497
1425020022.29617,2356,111222,0.296174725794117,-175748682.349176,306235214.56875,82595662.7469862
1425020023.29617,2356,111223,0.296174725794117,-175727779.356582,306248524.096549,82596434.1203695
1425020024.29617,2356,111224,0.296174725794117,-175707247.58457,306262545.755593,82597329.1531895
1425020025.29617,2356,111225,0.296174725794117,-175686663.079467,306276425.633153,82598289.0899173
1425020026.29617,2356,111226,0.296174725794117,-175663137.357124,306285261.216275,82597802.2435247
1425020027.29617,2356,111227,0.296174725794117,-175639728.285309,306294189.535635,82597361.3205765
1425020028.29617,2356,111228,0.296174725794117,-175618972.738036,306307786.188274,82598197.3591295
1425020029.29617,2356,111229,0.296174725794117,-175596874.444846,306319068.887459,82598390.8140932
1425020030.29617,2356,111230,0.296174725794117,-175578260.774601,306336463.200785,82600242.0476424
1425020031.29617,2356,111231,0.296174725794117,-175553672.152875,306343317.592877,82599278.2752032
1425020032.29617,2356,111232,0.296174725794117,-175534593.208137,306359927.658142,82600872.461433
1425020033.29617,2356,111233,0.296174725794117,-175513214.31488,306372404.467987,82601469.4102178
1425020034.29617,2356,111234,0.296174725794117,-175493365.876793,306387637.482149,82602704.4043674
1425020035.29617,2356,111235,0.296174725794117,-175470976.989449,306398399.686802,82602791.7452213
1425020036.29617,2356,111236,0.296174725794117,-175449927.076133,306411499.170772,82603439.6477746
1425020037.29617,2356,111237,0.296174725794117,-175425800.789546,306419229.010463,82602658.1174777
1425020038.29617,2356,111238,0.296174725794117,-175404236.734174,306431417.852619,82603127.8805592
1425020039.29617,2356,111239,0.296174725794117,-175381105.312764,306440897.672907,82602854.1027448
1425020040.29617,2356,111240,0.296174725794117,-175360519.614239,306454768.724075,82603765.8894676
1425020041.29617,2356,111241,0.296174725794117,-175339300.738257,306467622.615076,82604404.2289258
1425020042.29617,2356,111242,0.296174725794117,-175320700.805467,306484981.103413,82606280.3152272
1425020043.29617,2356,111243,0.296174725794117,-175300632.636169,306499820.479986,82607428.74594
1425020044.29617,2356,111244,0.296174725794117,-175276957.375857,306508337.112021,82606867.8375794
1425020045.29617,2356,111245,0.296174725794117,-175256915.397854,306523141.438797,82608064.0270646
1425020046.29617,2356,111246,0.296174725794117,-175229569.702858,306525257.098671,82605783.9713596
1425020047.29617,2356,111247,0.296174725794117,-175206653.747824,306535050.235237,82605576.8334967
1425020048.29617,2356,111248,0.296174725794117,-175192354.336381,306560056.202958,82609453.8415539
1425020049.29617,2356,111249,0.296174725794117,-175164113.527002,306560523.54867,82606772.0789886
1425020050.29617,2356,111250,0.296174725794117,-175145828.491272,306578421.45099,82608825.7858894
1425020051.29617,2356,111251,0.296174725794117,-175127841.76716,306596967.733945,82610957.5672764
1425020052.29617,2356,111252,0.296174725794117,-175101328.523169,306600430.468824,82609056.8248348
1425020053.29617,2356,111253,0.296174725794117,-175085800.695709,306623243.61947,82612396.8674273
1425020054.29617,2356,111254,0.296174725794117,-175061028.095824,306629837.902398,82611294.2138446
1425020055.29617,2356,111255,0.296174725794117,-175034390.953098,306633168.503834,82609359.1439161
1425020056.29617,2356,111256,0.296174725794117,-175020470.286946,306658785.507379,82613440.1997957
1425020057.29617,2356,111257,0.296174725794117,-174993254.110427,306661004.258088,82611230.1524015
1425020058.29617,2356,111258,0.296174725794117,-174972387.017026,306674476.905855,82612012.9900983
1425020059.29617,2356,111259,0.296174725794117,-174947297.594905,306680435.675628,82610797.1377076
1425020060.29617,2356,111260,0.296174725794117,-174925523.795754,306692274.451706,82611171.3521948
1425020061.29617,2356,111261,0.296174725794117,-174908268.244145,306712066.19418,82613662.956869
1425020062.29617,2356,111262,0.296174725794117,-174888819.03703,306727968.56404,82615143.7722948
1425020063.29617,2356,111263,0.296174725794117,-174867001.824452,306739702.206322,82615492.4000866
1425020064.29617,2356,111264,0.296174725794117,-174839594.729724,306741645.902491,82613195.4077997
1425020065.29617,2356,111265,0.296174725794117,-174821566.684696,306760072.052348,82615308.029586
1425020066.29617,2356,111266,0.296174725794117,-174803074.161618,306777698.575857,82617252.9764603
1425020067.29617,2356,111267,0.296174725794117,-174780435.772939,306788024.857202,82617208.2632866
1425020068.29617,2356,111268,0.296174725794117,-174757747.572982,306798188.623253,82617132.410095
1425020069.29617,2356,111269,0.296174725794117,-174733517.026925,306805749.871831,82616324.0140986
1425020070.29617,2356,111270,0.296174725794117,-174711203.835421,306816617.8858,82616396.2846045
1425020071.29617,2356,111271,0.296174725794117,-174691981.173311,306832898.550727,82618035.1677765
1425020072.29617,2356,111272,0.296174725794117,-174669215.390628,306843002.195651,82617915.7780587
1425020073.29617,2356,111273,0.296174725794117,-174649334.432536,306858167.567059,82619163.7576258
1425020074.29617,2356,111274,0.296174725794117,-174627524.670768,306869967.254977,82619521.7730832
1425020075.29617,2356,111275,0.296174725794117,-174609527.983841,306888418.476167,82621709.5019268
1425020076.29617,2356,111276,0.296174725794117,-174585814.528875,306896826.621305,82621163.8142392
1425020077.29617,2356,111277,0.296174725794117,-174562898.039288,306906639.856424,82620987.3075738
1425020078.29617,2356,111278,0.296174725794117,-174538913.574973,306914589.460743,82620289.9790764
1425020079.29617,2356,111279,0.296174725794117,-174519478.782539,306930560.836914,82621765.113698
1425020080.29617,2356,111280,0.296174725794117,-174503980.033243,306953484.798447,82625118.1933495
1425020081.29617,2356,111281,0.296174725794117,-174474926.302978,306952412.972776,82622036.0512601
1425020082.29617,2356,111282,0.296174725794117,-174458720.051648,306974054.897656,82625057.3710109
1425020083.29617,2356,111283,0.296174725794117,-174432116.039053,306977398.971586,82623130.7560243
1425020084.29617,2356,111284,0.296174725794117,-174408932.80969,306986732.144934,82622835.4909352
1425020085.29617,2356,111285,0.296174725794117,-174385936.409808,306996459.934297,82622620.9203574
1425020086.29617,2356,111286,0.296174725794117,-174366123.602022,307011692.151086,82623931.4594127
1425020087.29617,2356,111287,0.296174725794117,-174344795.121417,307024356.826566,82624503.1089751
1425020088.29617,2356,111288,0.296174725794117,-174327629.289006,307044271.063347,82627085.6719064
1425020089.29617,2356,111289,0.296174725794117,-174302807.472247,307050729.374271,82626005.8922962
1425020090.29617,2356,111290,0.296174725794117,-174284004.32919,307067795.985791,82627802.5504508
1425020091.29617,2356,111291,0.296174725794117,-174254169.663135,307065404.582355,82624311.600484
1425020092.29617,2356,111292,0.296174725794117,-174231287.136452,307075274.789123,82624166.4290504
1425020093.29617,2356,111293,0.296174725794117,-174218280.194347,307102578.264852,82628734.0141127
1425020094.29617,2356,111294,0.296174725794117,-174196235.118679,307113933.438063,82628964.8921067
1425020095.29617,2356,111295,0.296174725794117,-174170428.795235,307118618.308023,82627445.492075
1425020096.29617,2356,111296,0.296174725794117,-174147208.023974,307127909.180619,82627109.2475819
1425020097.29617,2356,111297,0.296174725794117,-174131346.73379,307150205.105533,82630296.3296143
1425020098.29617,2356,111298,0.296174725794117,-174104217.487336,307152581.650783,82628126.4260372
1425020099.29617,2356,111299,0.296174725794117,-174087691.892774,307173622.592131,82631034.312484
1425020100.29617,2356,111300,0.296174725794117,-174062305.927512,307179090.325289,82629658.1065675
1425020101.29617,2356,111301,0.296174725794117,-174041982.231862,307193450.72061,82630723.2805188
1425020102.29617,2356,111302,0.296174725794117,-174026339.161342,307216149.550519,82634038.2355258
1425020103.29617,2356,111303,0.296174725794117,-174002104.831264,307223631.638154,82633259.2285354
1425020104.29617,2356,111304,0.296174725794117,-173976197.362206,307228149.747389,82631666.5884407
1425020105.29617,2356,111305,0.296174725794117,-173956174.31323,307243104.708312,82632870.9571917
1425020106.29617,2356,111306,0.296174725794117,-173936272.552346,307258198.736854,82634159.6445336
1425020107.29617,2356,111307,0.296174725794117,-173912709.255006,307266869.456803,82633691.7749676
1425020108.29617,2356,111308,0.296174725794117,-173892651.115246,307281700.315289,82634899.0521982
1425020109.29617,2356,111309,0.296174725794117,-173866732.843115,307286247.207804,82633264.5063101
1425020110.29617,2356,111310,0.296174725794117,-173849706.621053,307306461.966745,82635914.6888034
1425020111.29617,2356,111311,0.296174725794117,-173828800.630592,307319808.551049,82636711.628003
1425020112.29617,2356,111312,0.296174725794117,-173808122.34038,307333602.536337,82637622.1088123
1425020113.29617,2356,111313,0.296174725794117,-173782757.387393,307339114.338268,82636289.4214139
1425020114.29617,2356,111314,0.296174725794117,-173764073.866224,307356370.133865,82638176.7327149
1425020115.29617,2356,111315,0.296174725794117,-173742065.036117,307367822.707382,82638417.3899401
1425020116.29617,2356,111316,0.296174725794117,-173724587.954434,307387240.694203,82640866.3035432
1425020117.29617,2356,111317,0.296174725794117,-173695562.981373,307386211.709847,82637747.67451
1425020118.29617,2356,111318,0.296174725794117,-173676764.162911,307403300.855738,82639624.5867795
1425020119.29617,2356,111319,0.296174725794117,-173648070.977041,307402867.584693,82636662.0743053
1425020120.29617,2356,111320,0.296174725794117,-173629023.397664,307419563.406418,82638353.1644507
1425020121.29617,2356,111321,0.296174725794117,-173612320.695321,307440343.148483,82641159.7247774
1425020122.29617,2356,111322,0.296174725794117,-173592505.167506,307455633.208405,82642506.3935098
1425020123.29617,2356,111323,0.296174725794117,-173569171.930371,307464736.109461,82642126.461009
1425020124.29617,2356,111324,0.296174725794117,-173544833.763762,307471979.349466,82641314.072427
1425020125.29617,2356,111325,0.296174725794117,-173520861.898993,307479871.358749,82640628.604416
1425020126.29617,2356,111326,0.296174725794117,-173506351.316662,307504651.632024,82644483.3526367
1425020127.29617,2356,111327,0.296174725794117,-173481356.775685,307510758.583961,82643352.6988152
1425020128.29617,2356,111328,0.296174725794117,-173452472.150244,307509953.742815,82640332.9851267
1425020129.29617,2356,111329,0.296174725794117,-173438952.883957,307536355.738618,82644677.244896
1425020130.29617,2356,111330,0.296174725794117,-173419927.244295,307553121.650934,82646387.4905202
1425020131.29617,2356,111331,0.296174725794117,-173388289.192591,307547460.87603,82642050.6925157
1425020132.29617,2356,111332,0.296174725794117,-173369629.597948,307564735.176148,82643947.8708061
1425020133.29617,2356,111333,0.296174725794117,-173357818.145036,307594279.154978,82649107.2160244
1425020134.29617,2356,111334,0.296174725794117,-173324917.836481,307586341.097656,82644140.3372618
1425020135.29617,2356,111335,0.296174725794117,-173310051.181292,307610473.662948,82647866.8108559
1425020136.29617,2356,111336,0.296174725794117,-173286352.771966,307618878.18044,82647340.8439094
1425020137.29617,2356,111337,0.296174725794117,-173267850.977678,307636562.988346,82649263.849607
1425020138.29617,2356,111338,0.296174725794117,-173241746.163173,307640663.145836,82647623.6758199
1425020139.29617,2356,111339,0.296174725794117,-173221832.351644,307655800.245922,82648892.8934938
1425020140.29617,2356,111340,0.296174725794117,-173197961.555031,307663938.383464,82648298.1200315
1425020141.29617,2356,111341,0.296174725794117,-173177699.977518,307678360.067947,82649417.8127378
1425020142.29617,2356,111342,0.296174725794117,-173156394.794116,307691094.238909,82650028.6111861
1425020143.29617,2356,111343,0.296174725794117,-173130363.496994,307695297.988749,82648348.2569166
1425020144.29617,2356,111344,0.296174725794117,-173116283.762509,307720826.081098,82652431.4579746
1425020145.29617,2356,111345,0.296174725794117,-173095675.983129,307734691.30997,82653417.0489836
1425020146.29617,2356,111346,0.296174725794117,-173068036.334988,307736093.333298,82650992.8380208
1425020147.29617,2356,111347,0.296174725794117,-173045561.802069,307746665.642799,82651045.6388686
1425020148.29617,2356,111348,0.296174725794117,-173022620.788619,307756409.531594,82650910.0865248
1425020149.29617,2356,111349,0.296174725794117,-173003824.93563,307773587.07582,82652701.0997563
1425020150.29617,2356,111350,0.296174725794117,-172975389.731911,307773503.989373,82649901.3105792
1425020151.29617,2356,111351,0.296174725794117,-172957836.178682,307792892.623637,82652340.3863834
1425020152.29617,2356,111352,0.296174725794117,-172929892.835377,307793713.510324,82649739.2582417
1425020153.29617,2356,111353,0.296174725794117,-172917364.215665,307822053.969422,82654607.0975876
1425020154.29617,2356,111354,0.296174725794117,-172903068.097296,307847182.357652,82658585.9415797
1425020155.29617,2356,111355,0.296174725794117,-172866351.242543,307832352.782559,82651813.5914368
1425020156.29617,2356,111356,0.296174725794117,-172848886.434849,307851869.08024,82654276.1867361
1425020157.29617,2356,111357,0.296174725794117,-172822817.856146,307856027.89133,82652662.1553657
1425020158.29617,2356,111358,0.296174725794117,-172809397.895552,307882701.738262,82657066.960509
1425020159.29617,2356,111359,0.296174725794117,-172782381.798174,307885226.422383,82654903.3409697
1425020160.29617,2356,111360,0.296174725794117,-172762157.800523,307899744.173933,82656083.7444206
1425020161.29617,2356,111361,0.296174725794117,-172746057.519803,307921760.674389,82659203.2175016
1425020162.29617,2356,111362,0.296174725794117,-172721847.254768,307929205.380758,82658411.4897559
1425020163.29617,2356,111363,0.296174725794117,-172701265.51548,307943190.341681,82659411.1565635
1425020164.29617,2356,111364,0.296174725794117,-172680725.215266,307957227.622836,82660376.3768769
1425020165.29617,2356,111365,0.296174725794117,-172658622.14295,307968465.512462,82660656.9887898
1425020166.29617,2356,111366,0.296174725794117,-172626244.440522,307961338.892886,82655955.0322931
1425020167.29617,2356,111367,0.296174725794117,-172613459.730995,307989195.772682,82660710.4679879
1425020168.29617,2356,111368,0.296174725794117,-172592293.748877,308002102.401565,82661384.3196415
1425020169.29617,2356,111369,0.296174725794117,-172568497.023911,308010334.70755,82660800.7246267
1425020170.29617,2356,111370,0.296174725794117,-172544220.987977,308017734.810795,82660014.1430051
1425020171.29617,2356,111371,0.296174725794117,-172527121.958091,308037876.427087,82662660.3956608
1425020172.29617,2356,111372,0.296174725794117,-172502267.539258,308044181.142062,82661563.7837702
1425020173.29617,2356,111373,0.296174725794117,-172478291.318617,308052055.209875,82660952.138859
1425020174.29617,2356,111374,0.296174725794117,-172454765.236547,308060716.842972,82660514.0252632
1425020175.29617,2356,111375,0.296174725794117,-172438132.315027,308081753.235927,82663365.0868528
1425020176.29617,2356,111376,0.296174725794117,-172421580.613563,308102929.271454,82666293.8674321
1425020177.29617,2356,111377,0.296174725794117,-172393921.643829,308104219.627143,82663851.5338407
1425020178.29617,2356,111378,0.296174725794117,-172370567.388029,308113229.517318,82663520.1122208
1425020179.29617,2356,111379,0.296174725794117,-172352767.554776,308132216.30114,82665828.3584589
1425020180.29617,2356,111380,0.296174725794117,-172331826.306278,308145459.010274,82666662.9295535
1425020181.29617,2356,111381,0.296174725794117,-172306223.906018,308150421.345308,82665227.9758686
1425020182.29617,2356,111382,0.296174725794117,-172287578.807502,308167827.182891,82667150.0488729
1425020183.29617,2356,111383,0.296174725794117,-172262098.349451,308173024.282147,82665783.937026
1425020184.29617,2356,111384,0.296174725794117,-172238018.21226,308180753.548297,82665046.9686335
1425020185.29617,2356,111385,0.296174725794117,-172223628.097035,308205759.515166,82669030.9299344
1425020186.29617,2356,111386,0.296174725794117,-172199940.67087,308214185.678116,82668536.3220437
1425020187.29617,2356,111387,0.296174725794117,-172171985.961543,308214913.715426,82665955.9465636
1425020188.29617,2356,111388,0.296174725794117,-172147492.847023,308221910.322448,82665040.3433489
1425020189.29617,2356,111389,0.296174725794117,-172136749.500047,308253494.512453,82670778.1432406
1425020190.29617,2356,111390,0.296174725794117,-172114015.015023,308263521.652726,82670748.8127695
1425020191.29617,2356,111391,0.296174725794117,-172083748.545735,308260199.425151,82667029.7090891
1425020192.29617,2356,111392,0.296174725794117,-172070111.073888,308286556.240426,82671389.8366461
1425020193.29617,2356,111393,0.296174725794117,-172046376.826729,308294819.649579,82670869.6216223
1425020194.29617,2356,111394,0.296174725794117,-172023781.180692,308305211.44525,82670885.0207876
1425020195.29617,2356,111395,0.296174725794117,-172001707.263314,308316449.462562,82671161.8571056
1425020196.29617,2356,111396,0.296174725794117,-171980593.393687,308329499.881515,82671877.3029357
1425020197.29617,2356,111397,0.296174725794117,-171951000.499526,308327277.019287,82668517.5483124
1425020198.29617,2356,111398,0.296174725794117,-171936679.138652,308352529.36939,82672534.4225188
1425020199.29617,2356,111399,0.296174725794117,-171917002.275867,308368082.263172,82673977.5981892
1425020200.29617,2356,111400,0.296174725794117,-171893936.36309,308377587.489715,82673762.9835597
1425020201.29617,2356,111401,0.296174725794117,-171870253.790085,308385999.984284,82673284.7129498
1425020202.29617,2356,111402,0.296174725794117,-171850466.70836,308401330.947332,82674634.6329016
1425020203.29617,2356,111403,0.296174725794117,-171829364.570101,308414383.728213,82675382.9902277
1425020204.29617,2356,111404,0.296174725794117,-171812561.393046,308435106.613627,82678211.1036121
1425020205.29617,2356,111405,0.296174725794117,-171785940.79209,308438235.453191,82676244.467386
1425020206.29617,2356,111406,0.296174725794117,-171759107.194696,308441030.572013,82674246.2380701
1425020207.29617,2356,111407,0.296174725794117,-171749121.265198,308473982.532617,82680358.8232813
1425020208.29617,2356,111408,0.296174725794117,-171716276.968362,308465915.644013,82675419.5739349
1425020209.29617,2356,111409,0.296174725794117,-171698881.245008,308485587.06483,82677975.3057892
1425020210.29617,2356,111410,0.296174725794117,-171682595.051517,308507310.063653,82681047.7142412
1425020211.29617,2356,111411,0.296174725794117,-171656066.176323,308510548.500602,82679190.661588
1425020212.29617,2356,111412,0.296174725794117,-171631086.859136,308516606.002061,82678075.6911258
1425020213.29617,2356,111413,0.296174725794117,-171618753.128617,308545401.298986,82683068.8911946
1425020214.29617,2356,111414,0.296174725794117,-171589252.961109,308543337.422251,82679727.4597529
1425020215.29617,2356,111415,0.296174725794117,-171570715.39936,308561012.238792,82681672.4356222
1425020216.29617,2356,111416,0.296174725794117,-171547731.505768,308570620.737286,82681506.4115684
1425020217.29617,2356,111417,0.296174725794117,-171533604.606429,308596182.491671,82685682.3248342
1425020218.29617,2356,111418,0.296174725794117,-171510872.641965,308606241.72732,82685669.7059406
1425020219.29617,2356,111419,0.296174725794117,-171479368.469131,308600605.808568,82681335.6389781
1425020220.29617,2356,111420,0.296174725794117,-171465853.777543,308627259.1718,82685779.2355891
1425020221.29617,2356,111421,0.296174725794117,-171437373.626567,308627040.09698,82682946.2659902
1425020222.29617,2356,111422,0.296174725794117,-171417514.256932,308642281.298562,82684342.0020318
